season,gameweek,home_team,home_score,away_team,away_score
2023-24,15,The Cobras,95.25,Berge King,104.5
2023-24,16,#WinOrLose,84.75,Kane and Owl Albion,74.75
2023-24,16,Berge King,72.0,AFC Pleasures,51.75
2023-24,16,Rainham Steel Select XI,116.75,Team Beige,59.0
2023-24,16,Rapid Viennetta,93.25,The Cobras,146.0
2023-24,16,THE MIKES TINY PENISES,97.0,Kante Kepa Clean Sheet,51.75
2023-24,16,UFOE FC,124.75,Pun on a Footballers Name,97.5
2023-24,17,AFC Pleasures,89.5,Rapid Viennetta,107.75
2023-24,17,Kane and Owl Albion,74.5,Rainham Steel Select XI,102.5
2023-24,17,Kante Kepa Clean Sheet,99.75,#WinOrLose,71.0
2023-24,17,Pun on a Footballers Name,103.0,THE MIKES TINY PENISES,117.75
2023-24,17,The Cobras,98.25,Team Beige,57.0
2023-24,17,UFOE FC,100.5,Berge King,128.5
2023-24,18,#WinOrLose,107.75,Pun on a Footballers Name,92.25
2023-24,18,Kane and Owl Albion,101.5,Kante Kepa Clean Sheet,54.0
2023-24,18,Rainham Steel Select XI,66.5,The Cobras,87.0
2023-24,18,Rapid Viennetta,90.25,UFOE FC,89.0
2023-24,18,THE MIKES TINY PENISES,61.75,Berge King,76.75
2023-24,18,Team Beige,83.25,AFC Pleasures,78.25
2023-24,19,AFC Pleasures,117.25,The Cobras,83.5
2023-24,19,Berge King,50.0,#WinOrLose,157.25
2023-24,19,Kante Kepa Clean Sheet,66.0,Rainham Steel Select XI,77.0
2023-24,19,Pun on a Footballers Name,124.0,Kane and Owl Albion,118.75
2023-24,19,THE MIKES TINY PENISES,56.0,Rapid Viennetta,80.0
2023-24,19,UFOE FC,91.5,Team Beige,137.25
2023-24,20,#WinOrLose,96.0,Rapid Viennetta,136.25
2023-24,20,Kane and Owl Albion,95.75,Berge King,58.25
2023-24,20,Kante Kepa Clean Sheet,73.0,Pun on a Footballers Name,119.0
2023-24,20,Rainham Steel Select XI,69.0,AFC Pleasures,80.25
2023-24,20,Team Beige,135.25,THE MIKES TINY PENISES,85.75
2023-24,20,The Cobras,72.75,UFOE FC,70.0
2023-24,21,#WinOrLose,104.75,Team Beige,99.75
2023-24,21,Berge King,131.5,Kante Kepa Clean Sheet,124.0
2023-24,21,Pun on a Footballers Name,109.0,Rainham Steel Select XI,118.5
2023-24,21,Rapid Viennetta,146.0,Kane and Owl Albion,112.0
2023-24,21,THE MIKES TINY PENISES,107.25,The Cobras,85.0
2023-24,21,UFOE FC,55.5,AFC Pleasures,64.0
2023-24,22,AFC Pleasures,159.25,THE MIKES TINY PENISES,76.5
2023-24,22,Kane and Owl Albion,104.25,Team Beige,94.0
2023-24,22,Kante Kepa Clean Sheet,119.5,Rapid Viennetta,103.75
2023-24,22,Pun on a Footballers Name,123.75,Berge King,85.0
2023-24,22,Rainham Steel Select XI,88.75,UFOE FC,97.0
2023-24,22,The Cobras,96.5,#WinOrLose,121.25
2023-24,23,#WinOrLose,119.75,AFC Pleasures,140.25
2023-24,23,Berge King,110.5,Rainham Steel Select XI,33.0
2023-24,23,Kane and Owl Albion,83.5,The Cobras,94.25
2023-24,23,Rapid Viennetta,132.5,Pun on a Footballers Name,79.25
2023-24,23,THE MIKES TINY PENISES,68.25,UFOE FC,104.0
2023-24,23,Team Beige,109.5,Kante Kepa Clean Sheet,70.0
2023-24,24,AFC Pleasures,89.75,Kane and Owl Albion,148.75
2023-24,24,Berge King,70.5,Rapid Viennetta,71.75
2023-24,24,Kante Kepa Clean Sheet,87.25,The Cobras,155.5
2023-24,24,Pun on a Footballers Name,93.75,Team Beige,98.25
2023-24,24,Rainham Steel Select XI,130.25,THE MIKES TINY PENISES,115.25
2023-24,24,UFOE FC,95.0,#WinOrLose,82.5
2023-24,25,#WinOrLose,108.75,THE MIKES TINY PENISES,62.5
2023-24,25,Kane and Owl Albion,127.25,UFOE FC,129.75
2023-24,25,Kante Kepa Clean Sheet,155.0,AFC Pleasures,169.25
2023-24,25,Rapid Viennetta,150.5,Rainham Steel Select XI,127.0
2023-24,25,Team Beige,133.75,Berge King,76.5
2023-24,25,The Cobras,72.0,Pun on a Footballers Name,157.75
2023-24,26,Berge King,101.75,The Cobras,88.0
2023-24,26,Pun on a Footballers Name,99.0,AFC Pleasures,131.75
2023-24,26,Rainham Steel Select XI,59.5,#WinOrLose,45.75
2023-24,26,Rapid Viennetta,73.5,Team Beige,128.0
2023-24,26,THE MIKES TINY PENISES,54.25,Kane and Owl Albion,143.25
2023-24,26,UFOE FC,64.25,Kante Kepa Clean Sheet,56.25
2023-24,27,AFC Pleasures,64.75,Berge King,116.0
2023-24,27,Kane and Owl Albion,155.75,#WinOrLose,94.5
2023-24,27,Kante Kepa Clean Sheet,154.75,THE MIKES TINY PENISES,115.75
2023-24,27,Pun on a Footballers Name,86.75,UFOE FC,71.5
2023-24,27,Team Beige,105.25,Rainham Steel Select XI,89.75
2023-24,27,The Cobras,129.75,Rapid Viennetta,131.0
2023-24,28,#WinOrLose,69.5,Kante Kepa Clean Sheet,107.5
2023-24,28,Berge King,74.5,UFOE FC,136.75
2023-24,28,Rainham Steel Select XI,92.25,Kane and Owl Albion,116.5
2023-24,28,Rapid Viennetta,85.75,AFC Pleasures,140.0
2023-24,28,THE MIKES TINY PENISES,102.5,Pun on a Footballers Name,124.75
2023-24,28,Team Beige,63.5,The Cobras,99.5
2023-24,29,AFC Pleasures,46.5,Team Beige,25.0
2023-24,29,Berge King,26.25,THE MIKES TINY PENISES,73.0
2023-24,29,Kante Kepa Clean Sheet,52.5,Kane and Owl Albion,42.75
2023-24,29,Pun on a Footballers Name,81.0,#WinOrLose,57.0
2023-24,29,The Cobras,87.75,Rainham Steel Select XI,50.5
2023-24,29,UFOE FC,33.0,Rapid Viennetta,44.25
2023-24,30,#WinOrLose,55.75,Berge King,132.0
2023-24,30,Kane and Owl Albion,34.25,Pun on a Footballers Name,103.75
2023-24,30,Rainham Steel Select XI,125.0,Kante Kepa Clean Sheet,81.75
2023-24,30,Rapid Viennetta,123.5,THE MIKES TINY PENISES,91.25
2023-24,30,Team Beige,59.0,UFOE FC,81.5
2023-24,30,The Cobras,85.5,AFC Pleasures,94.5
2023-24,31,AFC Pleasures,99.25,Rainham Steel Select XI,119.5
2023-24,31,Berge King,84.75,Kane and Owl Albion,63.5
2023-24,31,Pun on a Footballers Name,125.5,Kante Kepa Clean Sheet,86.25
2023-24,31,Rapid Viennetta,53.75,#WinOrLose,77.25
2023-24,31,THE MIKES TINY PENISES,100.25,Team Beige,134.0
2023-24,31,UFOE FC,96.5,The Cobras,92.5
2023-24,32,AFC Pleasures,127.25,UFOE FC,103.5
2023-24,32,Kane and Owl Albion,114.5,Rapid Viennetta,86.25
2023-24,32,Kante Kepa Clean Sheet,139.75,Berge King,66.5
2023-24,32,Rainham Steel Select XI,69.75,Pun on a Footballers Name,98.25
2023-24,32,Team Beige,60.25,#WinOrLose,85.75
2023-24,32,The Cobras,93.5,THE MIKES TINY PENISES,78.0
2023-24,33,#WinOrLose,71.5,The Cobras,99.5
2023-24,33,Berge King,98.5,Pun on a Footballers Name,83.75
2023-24,33,Rapid Viennetta,144.5,Kante Kepa Clean Sheet,140.0
2023-24,33,THE MIKES TINY PENISES,142.25,AFC Pleasures,110.25
2023-24,33,Team Beige,55.75,Kane and Owl Albion,90.0
2023-24,33,UFOE FC,73.5,Rainham Steel Select XI,83.75
2023-24,34,AFC Pleasures,232.25,#WinOrLose,51.0
2023-24,34,Kante Kepa Clean Sheet,82.75,Team Beige,140.25
2023-24,34,Pun on a Footballers Name,180.5,Rapid Viennetta,232.25
2023-24,34,Rainham Steel Select XI,156.25,Berge King,129.5
2023-24,34,The Cobras,151.0,Kane and Owl Albion,237.75
2023-24,34,UFOE FC,144.5,THE MIKES TINY PENISES,82.75
2023-24,35,#WinOrLose,128.25,UFOE FC,101.5
2023-24,35,Kane and Owl Albion,173.75,AFC Pleasures,135.0
2023-24,35,Rapid Viennetta,79.5,Berge King,126.75
2023-24,35,THE MIKES TINY PENISES,85.75,Rainham Steel Select XI,83.75
2023-24,35,Team Beige,79.75,Pun on a Footballers Name,121.0
2023-24,35,The Cobras,83.5,Kante Kepa Clean Sheet,65.25
2023-24,36,AFC Pleasures,156.0,Kante Kepa Clean Sheet,70.5
2023-24,36,Berge King,122.25,Team Beige,79.5
2023-24,36,Pun on a Footballers Name,121.5,The Cobras,108.5
2023-24,36,Rainham Steel Select XI,125.75,Rapid Viennetta,151.0
2023-24,36,THE MIKES TINY PENISES,149.5,#WinOrLose,115.25
2023-24,36,UFOE FC,48.0,Kane and Owl Albion,206.0
2023-24,37,#WinOrLose,103.75,Rainham Steel Select XI,97.5
2023-24,37,AFC Pleasures,160.5,Pun on a Footballers Name,146.0
2023-24,37,Kane and Owl Albion,164.25,THE MIKES TINY PENISES,134.75
2023-24,37,Kante Kepa Clean Sheet,123.0,UFOE FC,117.5
2023-24,37,Team Beige,82.0,Rapid Viennetta,170.5
2023-24,37,The Cobras,123.5,Berge King,157.25
2023-24,38,#WinOrLose,89.75,Kane and Owl Albion,111.25
2023-24,38,Berge King,117.0,AFC Pleasures,55.75
2023-24,38,Rainham Steel Select XI,107.25,Team Beige,81.25
2023-24,38,Rapid Viennetta,167.0,The Cobras,130.5
2023-24,38,THE MIKES TINY PENISES,113.75,Kante Kepa Clean Sheet,108.5
2023-24,38,UFOE FC,109.0,Pun on a Footballers Name,165.75
2024-25,1,AFC Pleasures,89.75,Rainham Steel Select XI,119.25
2024-25,1,Kante Kepa Clean Sheet,85.75,Kane and Owl Albion,77.25
2024-25,1,Pun on a Footballers Name,90.75,#WinOrLose,75.75
2024-25,1,Rapid Viennetta,99.75,UFOE FC,109.25
2024-25,1,THE MIKES TINY PENISES,82.75,Team Beige,88.0
2024-25,1,The Cobras,84.25,Berge King,85.25
2024-25,2,#WinOrLose,127.5,Rapid Viennetta,95.25
2024-25,2,Berge King,120.0,AFC Pleasures,50.5
2024-25,2,Kane and Owl Albion,120.25,The Cobras,124.5
2024-25,2,THE MIKES TINY PENISES,93.5,Pun on a Footballers Name,132.75
2024-25,2,Team Beige,102.5,Kante Kepa Clean Sheet,72.5
2024-25,2,UFOE FC,72.0,Rainham Steel Select XI,85.75
2024-25,3,AFC Pleasures,129.25,Kane and Owl Albion,95.5
2024-25,3,Pun on a Footballers Name,117.75,Team Beige,111.25
2024-25,3,Rainham Steel Select XI,98.25,#WinOrLose,86.0
2024-25,3,Rapid Viennetta,93.25,THE MIKES TINY PENISES,102.5
2024-25,3,The Cobras,74.0,Kante Kepa Clean Sheet,57.5
2024-25,3,UFOE FC,93.5,Berge King,89.25
2024-25,4,#WinOrLose,106.75,Berge King,106.0
2024-25,4,Kane and Owl Albion,113.5,UFOE FC,137.0
2024-25,4,Kante Kepa Clean Sheet,90.25,AFC Pleasures,111.75
2024-25,4,Pun on a Footballers Name,101.0,Rapid Viennetta,82.0
2024-25,4,THE MIKES TINY PENISES,73.0,Rainham Steel Select XI,92.0
2024-25,4,Team Beige,102.75,The Cobras,84.0
2024-25,5,#WinOrLose,84.25,Kane and Owl Albion,77.25
2024-25,5,AFC Pleasures,116.75,The Cobras,102.0
2024-25,5,Berge King,142.25,THE MIKES TINY PENISES,118.0
2024-25,5,Rainham Steel Select XI,118.25,Pun on a Footballers Name,135.25
2024-25,5,Rapid Viennetta,113.25,Team Beige,92.25
2024-25,5,UFOE FC,92.0,Kante Kepa Clean Sheet,102.25
2024-25,6,Kante Kepa Clean Sheet,84.75,#WinOrLose,174.5
2024-25,6,Pun on a Footballers Name,92.25,Berge King,94.0
2024-25,6,Rapid Viennetta,105.75,Rainham Steel Select XI,85.0
2024-25,6,THE MIKES TINY PENISES,113.75,Kane and Owl Albion,125.25
2024-25,6,Team Beige,82.0,AFC Pleasures,76.0
2024-25,6,The Cobras,60.25,UFOE FC,86.25
2024-25,7,#WinOrLose,106.25,The Cobras,122.0
2024-25,7,Berge King,97.5,Rapid Viennetta,117.5
2024-25,7,Kane and Owl Albion,127.75,Pun on a Footballers Name,87.25
2024-25,7,Rainham Steel Select XI,154.25,Team Beige,59.25
2024-25,7,THE MIKES TINY PENISES,122.75,Kante Kepa Clean Sheet,87.25
2024-25,7,UFOE FC,83.25,AFC Pleasures,66.0
2024-25,8,AFC Pleasures,107.5,#WinOrLose,80.25
2024-25,8,Pun on a Footballers Name,97.75,Kante Kepa Clean Sheet,90.75
2024-25,8,Rainham Steel Select XI,89.0,Berge King,94.75
2024-25,8,Rapid Viennetta,66.75,Kane and Owl Albion,87.0
2024-25,8,Team Beige,110.75,UFOE FC,104.5
2024-25,8,The Cobras,105.75,THE MIKES TINY PENISES,83.5
2024-25,9,#WinOrLose,82.75,UFOE FC,81.0
2024-25,9,Berge King,77.25,Team Beige,94.75
2024-25,9,Kane and Owl Albion,88.25,Rainham Steel Select XI,123.5
2024-25,9,Kante Kepa Clean Sheet,92.25,Rapid Viennetta,82.0
2024-25,9,Pun on a Footballers Name,102.25,The Cobras,117.75
2024-25,9,THE MIKES TINY PENISES,112.75,AFC Pleasures,94.5
2024-25,10,AFC Pleasures,93.5,Pun on a Footballers Name,157.75
2024-25,10,Berge King,79.5,Kane and Owl Albion,84.5
2024-25,10,Rainham Steel Select XI,87.0,Kante Kepa Clean Sheet,59.25
2024-25,10,Rapid Viennetta,98.0,The Cobras,106.0
2024-25,10,Team Beige,108.75,#WinOrLose,95.75
2024-25,10,UFOE FC,75.75,THE MIKES TINY PENISES,93.25
2024-25,11,Kane and Owl Albion,110.0,Team Beige,94.75
2024-25,11,Kante Kepa Clean Sheet,111.75,Berge King,108.25
2024-25,11,Pun on a Footballers Name,151.75,UFOE FC,106.75
2024-25,11,Rapid Viennetta,57.5,AFC Pleasures,86.5
2024-25,11,THE MIKES TINY PENISES,129.75,#WinOrLose,94.25
2024-25,11,The Cobras,73.5,Rainham Steel Select XI,108.75
2024-25,12,#WinOrLose,94.75,Pun on a Footballers Name,101.25
2024-25,12,Berge King,106.75,The Cobras,65.75
2024-25,12,Kane and Owl Albion,97.25,Kante Kepa Clean Sheet,89.75
2024-25,12,Rainham Steel Select XI,162.75,AFC Pleasures,107.75
2024-25,12,Team Beige,52.5,THE MIKES TINY PENISES,95.25
2024-25,12,UFOE FC,116.5,Rapid Viennetta,98.5
2024-25,13,AFC Pleasures,89.75,Berge King,62.0
2024-25,13,Kante Kepa Clean Sheet,59.0,Team Beige,113.5
2024-25,13,Pun on a Footballers Name,114.75,THE MIKES TINY PENISES,126.25
2024-25,13,Rainham Steel Select XI,151.0,UFOE FC,116.0
2024-25,13,Rapid Viennetta,77.75,#WinOrLose,106.5
2024-25,13,The Cobras,105.5,Kane and Owl Albion,84.0
2024-25,14,#WinOrLose,107.75,Rainham Steel Select XI,87.0
2024-25,14,Berge King,112.0,UFOE FC,126.0
2024-25,14,Kane and Owl Albion,101.25,AFC Pleasures,97.75
2024-25,14,Kante Kepa Clean Sheet,108.75,The Cobras,86.75
2024-25,14,THE MIKES TINY PENISES,116.25,Rapid Viennetta,99.0
2024-25,14,Team Beige,71.25,Pun on a Footballers Name,120.5
2024-25,15,AFC Pleasures,91.75,Kante Kepa Clean Sheet,66.25
2024-25,15,Berge King,101.5,#WinOrLose,116.25
2024-25,15,Rainham Steel Select XI,79.5,THE MIKES TINY PENISES,88.0
2024-25,15,Rapid Viennetta,119.25,Pun on a Footballers Name,117.25
2024-25,15,The Cobras,42.25,Team Beige,74.5
2024-25,15,UFOE FC,86.75,Kane and Owl Albion,50.75
2024-25,16,Kane and Owl Albion,67.5,#WinOrLose,102.5
2024-25,16,Kante Kepa Clean Sheet,82.75,UFOE FC,88.75
2024-25,16,Pun on a Footballers Name,157.25,Rainham Steel Select XI,119.25
2024-25,16,THE MIKES TINY PENISES,77.75,Berge King,94.0
2024-25,16,Team Beige,117.5,Rapid Viennetta,96.0
2024-25,16,The Cobras,76.75,AFC Pleasures,93.0
2024-25,17,#WinOrLose,66.0,Kante Kepa Clean Sheet,120.75
2024-25,17,AFC Pleasures,81.25,Team Beige,82.25
2024-25,17,Berge King,86.75,Pun on a Footballers Name,172.75
2024-25,17,Kane and Owl Albion,67.5,THE MIKES TINY PENISES,132.25
2024-25,17,Rainham Steel Select XI,135.25,Rapid Viennetta,109.5
2024-25,17,UFOE FC,106.25,The Cobras,126.0
2024-25,18,AFC Pleasures,96.0,UFOE FC,88.5
2024-25,18,Kante Kepa Clean Sheet,102.5,THE MIKES TINY PENISES,90.75
2024-25,18,Pun on a Footballers Name,72.0,Kane and Owl Albion,94.25
2024-25,18,Rapid Viennetta,96.25,Berge King,97.0
2024-25,18,Team Beige,84.25,Rainham Steel Select XI,117.5
2024-25,18,The Cobras,134.75,#WinOrLose,106.0
2024-25,19,#WinOrLose,124.0,AFC Pleasures,91.75
2024-25,19,Berge King,106.75,Rainham Steel Select XI,82.5
2024-25,19,Kane and Owl Albion,130.5,Rapid Viennetta,92.5
2024-25,19,Kante Kepa Clean Sheet,109.75,Pun on a Footballers Name,96.75
2024-25,19,THE MIKES TINY PENISES,116.75,The Cobras,110.75
2024-25,19,UFOE FC,117.5,Team Beige,82.5
2024-25,20,AFC Pleasures,131.25,THE MIKES TINY PENISES,129.75
2024-25,20,Rainham Steel Select XI,66.75,Kane and Owl Albion,111.75
2024-25,20,Rapid Viennetta,94.5,Kante Kepa Clean Sheet,89.25
2024-25,20,Team Beige,95.0,Berge King,68.25
2024-25,20,The Cobras,137.5,Pun on a Footballers Name,99.25
2024-25,20,UFOE FC,116.5,#WinOrLose,122.75
2024-25,21,#WinOrLose,89.25,Team Beige,111.0
2024-25,21,Kane and Owl Albion,101.75,Berge King,60.0
2024-25,21,Kante Kepa Clean Sheet,76.5,Rainham Steel Select XI,99.25
2024-25,21,Pun on a Footballers Name,162.25,AFC Pleasures,137.0
2024-25,21,THE MIKES TINY PENISES,138.75,UFOE FC,119.5
2024-25,21,The Cobras,110.25,Rapid Viennetta,87.5
2024-25,22,#WinOrLose,144.0,THE MIKES TINY PENISES,125.25
2024-25,22,AFC Pleasures,67.0,Rapid Viennetta,117.5
2024-25,22,Berge King,68.75,Kante Kepa Clean Sheet,133.75
2024-25,22,Rainham Steel Select XI,108.25,The Cobras,110.0
2024-25,22,Team Beige,150.75,Kane and Owl Albion,73.0
2024-25,22,UFOE FC,76.5,Pun on a Footballers Name,117.25
2024-25,23,AFC Pleasures,97.5,Rainham Steel Select XI,55.25
2024-25,23,Kante Kepa Clean Sheet,74.25,Kane and Owl Albion,101.0
2024-25,23,Pun on a Footballers Name,161.0,#WinOrLose,88.5
2024-25,23,Rapid Viennetta,99.25,UFOE FC,96.75
2024-25,23,THE MIKES TINY PENISES,98.25,Team Beige,95.0
2024-25,23,The Cobras,138.0,Berge King,88.75
2024-25,24,#WinOrLose,157.25,Rapid Viennetta,113.25
2024-25,24,Berge King,123.5,AFC Pleasures,81.75
2024-25,24,Kane and Owl Albion,94.0,The Cobras,126.75
2024-25,24,THE MIKES TINY PENISES,150.5,Pun on a Footballers Name,103.5
2024-25,24,Team Beige,94.75,Kante Kepa Clean Sheet,112.0
2024-25,24,UFOE FC,116.0,Rainham Steel Select XI,88.75
2024-25,25,AFC Pleasures,80.0,Kane and Owl Albion,138.75
2024-25,25,Pun on a Footballers Name,84.25,Team Beige,107.75
2024-25,25,Rainham Steel Select XI,137.75,#WinOrLose,121.25
2024-25,25,Rapid Viennetta,69.5,THE MIKES TINY PENISES,87.25
2024-25,25,The Cobras,99.75,Kante Kepa Clean Sheet,106.25
2024-25,25,UFOE FC,98.0,Berge King,116.0
2024-25,26,#WinOrLose,105.75,Berge King,112.25
2024-25,26,Kane and Owl Albion,69.0,UFOE FC,116.75
2024-25,26,Kante Kepa Clean Sheet,83.0,AFC Pleasures,116.5
2024-25,26,Pun on a Footballers Name,100.25,Rapid Viennetta,110.25
2024-25,26,THE MIKES TINY PENISES,105.25,Rainham Steel Select XI,109.75
2024-25,26,Team Beige,101.25,The Cobras,93.5
2024-25,27,#WinOrLose,119.5,Kane and Owl Albion,87.0
2024-25,27,AFC Pleasures,105.0,The Cobras,73.75
2024-25,27,Berge King,111.75,THE MIKES TINY PENISES,77.75
2024-25,27,Rainham Steel Select XI,120.0,Pun on a Footballers Name,84.5
2024-25,27,Rapid Viennetta,133.0,Team Beige,118.25
2024-25,27,UFOE FC,113.75,Kante Kepa Clean Sheet,74.5
2024-25,28,Kante Kepa Clean Sheet,79.5,#WinOrLose,94.5
2024-25,28,Pun on a Footballers Name,122.5,Berge King,62.25
2024-25,28,Rapid Viennetta,93.25,Rainham Steel Select XI,93.5
2024-25,28,THE MIKES TINY PENISES,104.5,Kane and Owl Albion,101.0
2024-25,28,Team Beige,106.5,AFC Pleasures,126.75
2024-25,28,The Cobras,105.0,UFOE FC,139.5
2024-25,29,#WinOrLose,113.25,The Cobras,83.5
2024-25,29,Berge King,62.75,Rapid Viennetta,88.5
2024-25,29,Kane and Owl Albion,68.0,Pun on a Footballers Name,119.0
2024-25,29,Rainham Steel Select XI,57.75,Team Beige,100.75
2024-25,29,THE MIKES TINY PENISES,65.0,Kante Kepa Clean Sheet,73.5
2024-25,29,UFOE FC,120.5,AFC Pleasures,94.5
2024-25,30,AFC Pleasures,110.0,#WinOrLose,121.25
2024-25,30,Pun on a Footballers Name,86.5,Kante Kepa Clean Sheet,83.5
2024-25,30,Rainham Steel Select XI,106.5,Berge King,118.0
2024-25,30,Rapid Viennetta,68.0,Kane and Owl Albion,113.75
2024-25,30,Team Beige,106.25,UFOE FC,80.75
2024-25,30,The Cobras,51.25,THE MIKES TINY PENISES,108.0
2024-25,31,#WinOrLose,106.75,UFOE FC,77.25
2024-25,31,Berge King,94.5,Team Beige,97.0
2024-25,31,Kane and Owl Albion,99.0,Rainham Steel Select XI,74.25
2024-25,31,Kante Kepa Clean Sheet,114.5,Rapid Viennetta,125.75
2024-25,31,Pun on a Footballers Name,97.75,The Cobras,112.75
2024-25,31,THE MIKES TINY PENISES,112.5,AFC Pleasures,71.75
2024-25,32,AFC Pleasures,90.75,Pun on a Footballers Name,135.0
2024-25,32,Berge King,136.5,Kane and Owl Albion,106.25
2024-25,32,Rainham Steel Select XI,139.0,Kante Kepa Clean Sheet,104.5
2024-25,32,Rapid Viennetta,134.0,The Cobras,56.0
2024-25,32,Team Beige,69.75,#WinOrLose,143.0
2024-25,32,UFOE FC,81.75,THE MIKES TINY PENISES,129.75
2024-25,33,Kane and Owl Albion,124.0,Team Beige,103.0
2024-25,33,Kante Kepa Clean Sheet,121.5,Berge King,131.0
2024-25,33,Pun on a Footballers Name,84.25,UFOE FC,70.25
2024-25,33,Rapid Viennetta,113.5,AFC Pleasures,192.25
2024-25,33,THE MIKES TINY PENISES,98.0,#WinOrLose,162.75
2024-25,33,The Cobras,136.25,Rainham Steel Select XI,102.75
2024-25,34,#WinOrLose,85.0,Pun on a Footballers Name,137.5
2024-25,34,Berge King,115.75,The Cobras,106.25
2024-25,34,Kane and Owl Albion,106.75,Kante Kepa Clean Sheet,94.25
2024-25,34,Rainham Steel Select XI,105.5,AFC Pleasures,137.75
2024-25,34,Team Beige,83.75,THE MIKES TINY PENISES,83.25
2024-25,34,UFOE FC,78.5,Rapid Viennetta,98.0
2024-25,35,AFC Pleasures,104.25,Berge King,78.75
2024-25,35,Kante Kepa Clean Sheet,89.75,Team Beige,70.25
2024-25,35,Pun on a Footballers Name,94.0,THE MIKES TINY PENISES,88.25
2024-25,35,Rainham Steel Select XI,109.0,UFOE FC,87.0
2024-25,35,Rapid Viennetta,42.5,#WinOrLose,76.75
2024-25,35,The Cobras,87.5,Kane and Owl Albion,94.75
2024-25,36,#WinOrLose,86.75,Rainham Steel Select XI,105.25
2024-25,36,Berge King,76.5,UFOE FC,100.0
2024-25,36,Kane and Owl Albion,111.0,AFC Pleasures,110.5
2024-25,36,Kante Kepa Clean Sheet,75.25,The Cobras,137.25
2024-25,36,THE MIKES TINY PENISES,78.75,Rapid Viennetta,89.75
2024-25,36,Team Beige,82.75,Pun on a Footballers Name,79.0
2024-25,37,AFC Pleasures,94.25,Kante Kepa Clean Sheet,35.0
2024-25,37,Berge King,122.0,#WinOrLose,142.75
2024-25,37,Rainham Steel Select XI,71.75,THE MIKES TINY PENISES,92.5
2024-25,37,Rapid Viennetta,99.5,Pun on a Footballers Name,78.5
2024-25,37,The Cobras,73.25,Team Beige,70.5
2024-25,37,UFOE FC,76.5,Kane and Owl Albion,108.25
2024-25,38,Kane and Owl Albion,94.25,#WinOrLose,61.5
2024-25,38,Kante Kepa Clean Sheet,114.25,UFOE FC,110.75
2024-25,38,Pun on a Footballers Name,145.25,Rainham Steel Select XI,109.25
2024-25,38,THE MIKES TINY PENISES,79.25,Berge King,103.25
2024-25,38,Team Beige,80.5,Rapid Viennetta,77.75
2024-25,38,The Cobras,117.5,AFC Pleasures,84.75
2025-26,1,#WinOrLose,61.75,Team Beige,98.0
2025-26,1,AFC Pleasures,129.5,The Cobras,66.5
2025-26,1,Berge King,123.25,Pun on a Footballers Name,134.5
2025-26,1,Kante Kepa Clean Sheet,68.75,Rainham Steel Select XI,83.75
2025-26,1,THE MIKES TINY PENISES,99.5,Rapid Viennetta,153.5
2025-26,1,UFOE FC,101.75,Kane and Owl Albion,99.0
2025-26,2,Kane and Owl Albion,100.5,Pun on a Footballers Name,98.75
2025-26,2,Kante Kepa Clean Sheet,63.5,THE MIKES TINY PENISES,125.75
2025-26,2,Rainham Steel Select XI,68.5,AFC Pleasures,68.25
2025-26,2,Rapid Viennetta,97.25,UFOE FC,101.0
2025-26,2,Team Beige,64.5,Berge King,100.0
2025-26,2,The Cobras,94.25,#WinOrLose,104.25
2025-26,3,#WinOrLose,120.75,AFC Pleasures,120.0
2025-26,3,Berge King,102.25,The Cobras,89.5
2025-26,3,Kane and Owl Albion,77.25,Team Beige,72.25
2025-26,3,Pun on a Footballers Name,80.75,Rapid Viennetta,57.25
2025-26,3,THE MIKES TINY PENISES,92.0,Rainham Steel Select XI,45.75
2025-26,3,UFOE FC,85.75,Kante Kepa Clean Sheet,95.0
2025-26,4,AFC Pleasures,126.75,Berge King,101.25
2025-26,4,Kante Kepa Clean Sheet,102.0,Pun on a Footballers Name,108.75
2025-26,4,Rainham Steel Select XI,80.5,#WinOrLose,93.25
2025-26,4,Rapid Viennetta,104.0,Team Beige,79.25
2025-26,4,THE MIKES TINY PENISES,67.5,UFOE FC,86.0
2025-26,4,The Cobras,92.5,Kane and Owl Albion,120.25
2025-26,5,Berge King,67.25,#WinOrLose,54.5
2025-26,5,Kane and Owl Albion,110.75,AFC Pleasures,100.75
2025-26,5,Pun on a Footballers Name,57.25,THE MIKES TINY PENISES,127.0
2025-26,5,Rapid Viennetta,104.25,The Cobras,77.75
2025-26,5,Team Beige,84.5,Kante Kepa Clean Sheet,88.75
2025-26,5,UFOE FC,63.75,Rainham Steel Select XI,74.25
2025-26,6,#WinOrLose,80.5,Kane and Owl Albion,95.5
2025-26,6,AFC Pleasures,124.75,Rapid Viennetta,95.75
2025-26,6,Kante Kepa Clean Sheet,127.25,The Cobras,126.5
2025-26,6,Rainham Steel Select XI,92.5,Berge King,65.25
2025-26,6,THE MIKES TINY PENISES,69.0,Team Beige,98.5
2025-26,6,UFOE FC,100.25,Pun on a Footballers Name,72.25
2025-26,7,Kane and Owl Albion,104.5,Berge King,98.75
2025-26,7,Kante Kepa Clean Sheet,77.75,AFC Pleasures,89.25
2025-26,7,Pun on a Footballers Name,118.5,Rainham Steel Select XI,95.5
2025-26,7,Rapid Viennetta,98.5,#WinOrLose,146.25
2025-26,7,Team Beige,95.0,UFOE FC,57.75
2025-26,7,The Cobras,105.0,THE MIKES TINY PENISES,81.5
